user_id,source,category
d8e40a827b,other,Товары для животных
a8c79814bc,context,Электроника
2809dbf3a9,other,Досуг
dba4001826,context,Электроника
85411bb5a5,other,Электроника
47e6bc8f0d,other,Электроника
4885729a0f,context,Электроника
ce1d14c718,other,Продукты
c851f03086,context,Продукты
07fd167458,other,Бытовая техника
cf60c16749,other,Товары для животных
3c5f21432c,other,Бытовая техника
545aa9f44b,other,Бытовая техника
13fac0d405,context,Бытовая техника
088d22bc59,email,Бытовая техника
4796b086c8,other,Электроника
c20a8714ab,other,Строительство и ремонт
8ecf75a399,other,Бытовая техника
bc56bbf576,context,Электроника
434d630b6e,context,Электроника
eef00e8a37,other,Продукты
56eab4cd21,other,Электроника
2b95759653,other,Электроника
dfa3a6e5b3,other,Бытовая техника
fc21f5f617,other,Бытовая техника
a5a297e53b,other,Бытовая техника
e1f141314c,context,Товары для животных
48cf500002,context,Продукты
0805db4606,context,Досуг
10e25f64a8,other,Электроника
443b546650,other,Досуг
382d748d26,other,Бытовая техника
9505ed9769,other,Бытовая техника
faa0283824,other,Электроника
e64b5b3a04,other,не определена
2867baebbc,other,Бытовая техника
c6ee516fbc,other,Строительство и ремонт
b9a7f7c97e,other,Электроника
15f420eba3,context,Досуг
92e1b9d286,other,Электроника
162de0b7d3,email,Досуг
4ea790594d,other,Строительство и ремонт
abcc15503b,other,Электроника
97335e6de5,other,Товары для животных
751b49b3b0,other,Электроника
ec2d44b19c,other,Досуг
3436f0e77d,context,Досуг
55637ce26d,email,Продукты
fff653d5f3,other,Продукты
28d7cc6a5e,other,Товары для животных
41f99c4466,other,Электроника
903e13b923,other,Электроника
e8c775ac30,context,Продукты
a8e582c872,other,Продукты
8e71840559,other,Продукты
85ca49f84e,other,Товары для животных
4d7ed13700,other,Досуг
feed8ebd24,other,Досуг
0b2557196b,other,Досуг
cba5c16527,other,Электроника
985295a069,other,Электроника
17e83bf2f1,other,Электроника
4b0342c620,context,Электроника
2f4a628c87,other,Бытовая техника
e12f1c84b0,other,Электроника
90da1539f0,other,Бытовая техника
1e106b7589,other,Досуг
72727bd6a3,other,Бытовая техника
8368178e1d,email,Досуг
a17dbb1b7a,other,Электроника
586dbe705e,other,Электроника
2fa011d218,other,Электроника
7f92c06e50,context,Продукты
6c1941f5a0,email,Строительство и ремонт
e17f002e28,other,Электроника
3d3fcf73fb,other,Товары для животных
1691010392,context,Досуг
698418a5ab,other,Электроника
71507a1091,other,Товары для животных
4cb5f60339,other,Электроника
5811863cda,other,Досуг
06d3dfda6b,other,Товары для животных
d8a49a9a05,context,Бытовая техника
24cf0da7ba,other,Бытовая техника
5bae47cc68,other,Электроника
ca044019d5,context,Досуг
dd49db4a68,other,Электроника
ec1283163b,context,Электроника
8705cecf7e,other,Электроника
0ada0701bf,other,Продукты
b5892ac2d3,other,Строительство и ремонт
90e28a0c43,other,Строительство и ремонт
8908e622a3,other,Бытовая техника
6dbb437d9c,other,Досуг
07b56c982c,other,Электроника
3c4403ce5c,other,Бытовая техника
3802b8b5c2,context,Электроника
4bba6f17b8,other,Электроника
76e5f8734d,other,Электроника
9bbb06c215,other,Досуг
0ec356ffbe,other,Электроника
87a3bc895d,context,Досуг
6e530f9eca,other,Электроника
13ed0ec8fe,other,Бытовая техника
f5698fbf83,context,Бытовая техника
50ab9e0fca,other,Строительство и ремонт
de63900552,other,Бытовая техника
902e47585f,context,Товары для животных
85d2bd017d,other,Продукты
20901c697d,other,Товары для животных
7e136b74b8,other,Досуг
bd68573542,other,Электроника
76320e1780,context,Досуг
4525c8630e,other,Товары для животных
0178940f24,other,Бытовая техника
90d16becd5,other,Бытовая техника
466c824e89,context,Бытовая техника
222b9ace72,other,Продукты
bad3497b60,other,Электроника
2d7e180adf,email,Бытовая техника
8c20ca5ff9,other,Электроника
d2916bb2ea,other,Продукты
02492fcc59,other,Электроника
d0f8bba110,email,Электроника
0f27e67258,context,Электроника
c4ed357b94,other,Продукты
6dbb437d9c,context,Досуг
ac317ed5da,context,Электроника
032bed90db,other,Продукты
77f350285d,email,Электроника
2f4a628c87,other,Бытовая техника
ca20e247ce,other,Продукты
890230dfa0,context,Продукты
b0231e8bb8,context,Продукты
10738c47a7,context,Бытовая техника
2d2e4439f6,other,Бытовая техника
508e26d325,other,Электроника
3d2f8f1eaa,other,Продукты
ffba436cd9,other,Продукты
